Time,C9,C1,C2,C3,C4,C5,C6,C7,C8
11-29-2022_14.58.45,0.0,28915.032679738564,0.01302575932333718,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,3.0525541337737043
11-29-2022_14.58.45,0.0,29488.658208381392,0.013010380622837372,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.45,0.0,29680.89196462899,0.012995001922337563,-9601.69165705498,-9969.242599000385,0.13623744808173474,0.0,0.0,0.0
11-29-2022_14.58.45,0.0,28339.869281045754,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.46,0.0,28532.10303729335,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,0.0
11-29-2022_14.58.46,0.0,29680.89196462899,0.012995001922337563,-9601.69165705498,-9969.242599000385,0.13623744808173474,0.0,0.0,0.0
11-29-2022_14.58.46,0.0,29105.72856593618,0.013010380622837372,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.46,0.0,28532.10303729335,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,3.053550073132195
11-29-2022_14.58.46,0.0,29297.962322183776,0.013010380622837372,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.053550073132195
11-29-2022_14.58.46,0.0,29488.658208381392,0.012995001922337563,-9601.69165705498,-9969.242599000385,0.13623744808173474,0.0,0.0,3.053550073132195
11-29-2022_14.58.46,0.0,28532.10303729335,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.053550073132195
11-29-2022_14.58.46,0.0,28722.798923490966,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.46,0.0,29680.89196462899,0.012995001922337563,-9601.69165705498,-9969.242599000385,0.13623744808173474,0.0,0.0,0.0
11-29-2022_14.58.46,0.0,28722.798923490966,0.01302575932333718,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.47,0.0,28915.032679738564,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,0.0
11-29-2022_14.58.47,0.0,29488.658208381392,0.013010380622837372,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.47,0.0,29297.962322183776,0.013010380622837372,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.47,0.0,28339.869281045754,0.013056516724336794,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,3.053550073132195
11-29-2022_14.58.47,0.0,28532.10303729335,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.053550073132195
11-29-2022_14.58.47,0.0,29871.587850826607,0.012995001922337563,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.053550073132195
11-29-2022_14.58.47,0.0,28722.798923490966,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.053550073132195
11-29-2022_14.58.47,0.0,29297.962322183776,0.01302575932333718,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,0.0
11-29-2022_14.58.47,0.0,30063.821607074202,0.012995001922337563,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,0.0
11-29-2022_14.58.47,0.0,28149.173394848138,0.013056516724336794,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.47,0.0,28339.869281045754,0.013056516724336794,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,0.0
11-29-2022_14.58.48,0.0,29297.962322183776,0.013010380622837372,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.48,0.0,28915.032679738564,0.01302575932333718,-9601.69165705498,-9969.242599000385,0.13623744808173474,0.0,0.0,0.0
11-29-2022_14.58.48,0.0,28532.10303729335,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.053550073132195
11-29-2022_14.58.48,0.0,29297.962322183776,0.01302575932333718,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,3.053550073132195
11-29-2022_14.58.48,0.0,29680.89196462899,0.012995001922337563,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.053550073132195
11-29-2022_14.58.48,0.0,28339.869281045754,0.013056516724336794,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.053550073132195
11-29-2022_14.58.48,0.0,28339.869281045754,0.013056516724336794,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,0.0
11-29-2022_14.58.48,0.0,29680.89196462899,0.012995001922337563,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.48,0.0,28915.032679738564,0.01302575932333718,-9601.69165705498,-9969.242599000385,0.13623744808173474,0.0,0.0,0.0
11-29-2022_14.58.48,0.0,28915.032679738564,0.01302575932333718,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.49,0.0,29871.587850826607,0.013010380622837372,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,0.0
11-29-2022_14.58.49,0.0,29680.89196462899,0.012995001922337563,-9601.69165705498,-9969.242599000385,0.13623744808173474,0.0,0.0,0.0
11-29-2022_14.58.49,0.0,28532.10303729335,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.0545460124906856
11-29-2022_14.58.49,0.0,28532.10303729335,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,3.0545460124906856
11-29-2022_14.58.49,0.0,29105.72856593618,0.013010380622837372,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.0545460124906856
11-29-2022_14.58.49,0.0,29105.72856593618,0.013010380622837372,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.0545460124906856
11-29-2022_14.58.49,0.0,28915.032679738564,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,0.0
11-29-2022_14.58.49,0.0,29680.89196462899,0.013010380622837372,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.49,0.0,29871.587850826607,0.012995001922337563,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.49,0.0,28532.10303729335,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.50,0.0,28532.10303729335,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,0.0
11-29-2022_14.58.50,0.0,29488.658208381392,0.013010380622837372,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.50,0.0,28149.173394848138,0.013056516724336794,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.0545460124906856
11-29-2022_14.58.50,0.0,28915.032679738564,0.01302575932333718,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,3.0545460124906856
11-29-2022_14.58.50,0.0,29871.587850826607,0.012995001922337563,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,3.0545460124906856
11-29-2022_14.58.50,0.0,28915.032679738564,0.01302575932333718,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.0545460124906856
11-29-2022_14.58.50,0.0,28722.798923490966,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.50,0.0,29488.658208381392,0.013010380622837372,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,0.0
11-29-2022_14.58.50,0.0,29680.89196462899,0.012995001922337563,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.50,0.0,28532.10303729335,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.51,0.0,28722.798923490966,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,0.0
11-29-2022_14.58.51,0.0,29871.587850826607,0.012995001922337563,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.51,0.0,29488.658208381392,0.013010380622837372,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.0545460124906856
11-29-2022_14.58.51,0.0,28915.032679738564,0.01302575932333718,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.0545460124906856
11-29-2022_14.58.51,0.0,29105.72856593618,0.01302575932333718,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,3.0545460124906856
11-29-2022_14.58.51,0.0,29680.89196462899,0.012995001922337563,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.0545460124906856
11-29-2022_14.58.51,0.0,28532.10303729335,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.0545460124906856
11-29-2022_14.58.51,0.0,28915.032679738564,0.01302575932333718,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,0.0
11-29-2022_14.58.51,0.0,30063.821607074202,0.012995001922337563,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,0.0
11-29-2022_14.58.51,0.0,29488.658208381392,0.013010380622837372,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.52,0.0,28339.869281045754,0.013056516724336794,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,0.0
11-29-2022_14.58.52,0.0,29105.72856593618,0.01302575932333718,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.52,0.0,29871.587850826607,0.012995001922337563,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.055541951849176
11-29-2022_14.58.52,0.0,27956.93963860054,0.013056516724336794,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.055541951849176
11-29-2022_14.58.52,0.0,29105.72856593618,0.01302575932333718,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,3.055541951849176
11-29-2022_14.58.52,0.0,29871.587850826607,0.012995001922337563,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.055541951849176
11-29-2022_14.58.52,0.0,28722.798923490966,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.055541951849176
11-29-2022_14.58.52,0.0,28532.10303729335,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,0.0
11-29-2022_14.58.52,0.0,29297.962322183776,0.013010380622837372,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.52,0.0,29488.658208381392,0.013010380622837372,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.53,0.0,28532.10303729335,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.53,0.0,29105.72856593618,0.01302575932333718,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,0.0
11-29-2022_14.58.53,0.0,29680.89196462899,0.012995001922337563,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.055541951849176
11-29-2022_14.58.53,0.0,28915.032679738564,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.055541951849176
11-29-2022_14.58.53,0.0,28339.869281045754,0.013056516724336794,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,3.055541951849176
11-29-2022_14.58.53,0.0,29297.962322183776,0.013010380622837372,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.055541951849176
11-29-2022_14.58.53,0.0,28722.798923490966,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.13623744808173474,0.0,0.0,3.055541951849176
11-29-2022_14.58.53,0.0,27766.243752402923,0.013071895424836603,-9601.69165705498,-9969.242599000385,0.13623744808173474,0.0,0.0,0.0
11-29-2022_14.58.53,0.0,29297.962322183776,0.013010380622837372,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.53,0.0,29680.89196462899,0.012995001922337563,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.54,0.0,27766.243752402923,0.013056516724336794,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.54,0.0,28915.032679738564,0.01302575932333718,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,0.0
11-29-2022_14.58.54,0.0,29297.962322183776,0.013010380622837372,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.055541951849176
11-29-2022_14.58.54,0.0,29105.72856593618,0.013010380622837372,-9601.69165705498,-9969.242599000385,0.13623744808173474,0.0,0.0,3.055541951849176
11-29-2022_14.58.54,0.0,28722.798923490966,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,3.055541951849176
11-29-2022_14.58.54,0.0,29297.962322183776,0.013010380622837372,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.055541951849176
11-29-2022_14.58.54,0.0,28915.032679738564,0.013010380622837372,-9601.69165705498,-9969.242599000385,0.13623744808173474,0.0,0.0,3.055541951849176
11-29-2022_14.58.54,0.0,28339.869281045754,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.54,0.0,28722.798923490966,0.01302575932333718,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,0.0
11-29-2022_14.58.54,0.0,29871.587850826607,0.012979623221837756,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.55,0.0,28149.173394848138,0.013056516724336794,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.55,0.0,28722.798923490966,0.01302575932333718,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,0.0
11-29-2022_14.58.55,0.0,29488.658208381392,0.012995001922337563,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.056537891207667
11-29-2022_14.58.55,0.0,29297.962322183776,0.013010380622837372,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.056537891207667
11-29-2022_14.58.55,0.0,28532.10303729335,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.056537891207667
11-29-2022_14.58.55,0.0,29680.89196462899,0.013010380622837372,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,3.056537891207667
11-29-2022_14.58.55,0.0,29871.587850826607,0.012995001922337563,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.056537891207667
11-29-2022_14.58.55,0.0,28722.798923490966,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.55,0.0,28532.10303729335,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,0.0
11-29-2022_14.58.55,0.0,29871.587850826607,0.012995001922337563,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.56,0.0,29297.962322183776,0.013010380622837372,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.56,0.0,28532.10303729335,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.56,0.0,29297.962322183776,0.013010380622837372,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.056537891207667
11-29-2022_14.58.56,0.0,29680.89196462899,0.012995001922337563,-9601.69165705498,-9969.242599000385,0.13623744808173474,0.0,0.0,3.056537891207667
11-29-2022_14.58.56,0.0,28149.173394848138,0.013056516724336794,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.056537891207667
11-29-2022_14.58.56,0.0,28722.798923490966,0.01302575932333718,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,3.056537891207667
11-29-2022_14.58.56,0.0,29680.89196462899,0.012995001922337563,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.056537891207667
11-29-2022_14.58.56,0.0,28532.10303729335,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.56,0.0,28722.798923490966,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,0.0
11-29-2022_14.58.56,0.0,28915.032679738564,0.01302575932333718,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.57,0.0,28915.032679738564,0.01302575932333718,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.57,0.0,28532.10303729335,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.57,0.0,29297.962322183776,0.01302575932333718,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,3.056537891207667
11-29-2022_14.58.57,0.0,30254.51749327182,0.012979623221837756,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,3.056537891207667
11-29-2022_14.58.57,0.0,28339.869281045754,0.013056516724336794,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.056537891207667
11-29-2022_14.58.57,0.0,28915.032679738564,0.01302575932333718,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,3.056537891207667
11-29-2022_14.58.57,0.0,30063.821607074202,0.012995001922337563,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,3.056537891207667
11-29-2022_14.58.57,0.0,29105.72856593618,0.01302575932333718,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.57,0.0,28722.798923490966,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.57,0.0,29488.658208381392,0.013010380622837372,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,0.0
11-29-2022_14.58.58,0.0,29871.587850826607,0.012995001922337563,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.58,0.0,28149.173394848138,0.013056516724336794,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.58,0.0,28722.798923490966,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,3.0575338305661575
11-29-2022_14.58.58,0.0,29488.658208381392,0.013010380622837372,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.0575338305661575
11-29-2022_14.58.58,0.0,28915.032679738564,0.01302575932333718,-9601.69165705498,-9969.242599000385,0.13623744808173474,0.0,0.0,3.0575338305661575
11-29-2022_14.58.58,0.0,28722.798923490966,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.0575338305661575
11-29-2022_14.58.58,0.0,29297.962322183776,0.01302575932333718,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.0575338305661575
11-29-2022_14.58.58,0.0,30254.51749327182,0.012979623221837756,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.58,0.0,28915.032679738564,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,0.0
11-29-2022_14.58.58,0.0,28532.10303729335,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,0.0
11-29-2022_14.58.59,0.0,29871.587850826607,0.012995001922337563,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.59,0.0,28339.869281045754,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,0.0
11-29-2022_14.58.59,0.0,28722.798923490966,0.013041138023836987,-9601.69165705498,-9969.242599000385,0.15515720523307439,0.0,0.0,3.0575338305661575
11-29-2022_14.58.59,0.0,29105.72856593618,0.013010380622837372,-9601.69165705498,-9969.242599000385,0.13661736288397047,0.0,0.0,3.0575338305661575
